Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Toulouse,2.35,1.23,1.12,1.72,1.11,0.61,0.63,0.11,0.52,2.35,1.23,1.12,0,0,0,-1.12,46.1,67.13,54.71,0.92,0.4,228,17,18,9,19.57,22.5,13.03,2,5,38,10,12,167.9,86.81,123.0,89.47,271.17,93.06,2,Toulouse 0-0 Le Havre,2025-11-02
Strasbourg,2.52,2.54,-0.02,2.07,1.98,0.09,0.45,0.55,-0.1,2.52,2.54,-0.02,1,4,-3,-2.98,58.3,53.82,45.31,1.03,1.4,216,24,20,13,19.42,9.29,10.31,10,7,14,5,9,124.6,59.62,19.4,26.31,57.84,23.64,0,Rennes 4-1 Strasbourg,2025-11-02
Rennes,2.54,2.52,0.02,1.98,2.07,-0.09,0.55,0.45,0.1,2.54,2.52,0.02,4,1,3,2.98,41.7,46.18,43.79,1.4,1.03,157,19,13,20,9.29,19.42,15.53,7,10,18,6,15,84.4,40.38,54.33,73.69,186.88,76.36,0,Rennes 4-1 Strasbourg,2025-11-02
Olympique Marseille,0.99,1.16,-0.17,0.91,1.1,-0.19,0.07,0.06,0.01,0.99,1.16,-0.17,1,0,1,1.17,50.9,41.95,44.29,0.14,0.74,169,4,6,9,42.86,12.16,12.12,4,4,6,3,14,34.1,25.35,51.8,41.42,39.37,27.96,0,Auxerre 0-1 Olympique Marseille,2025-11-01
Auxerre,1.16,0.99,0.17,1.1,0.91,0.19,0.06,0.07,-0.01,1.16,0.99,0.17,0,1,-1,-1.17,49.1,58.05,49.48,0.74,0.14,235,8,9,6,12.16,42.86,15.0,4,4,16,3,12,100.4,74.65,73.27,58.58,101.43,72.04,0,Auxerre 0-1 Olympique Marseille,2025-11-01
Paris FC,1.4,0.98,0.42,0.84,0.98,-0.14,0.57,0.0,0.57,1.4,0.98,0.42,1,0,1,0.58,44.4,40.65,43.87,0.41,0.53,188,6,9,10,21.95,18.87,15.0,3,10,10,2,12,80.4,38.77,63.47,51.54,68.1,44.19,0,Monaco 0-1 Paris FC,2025-11-01
Monaco,0.98,1.4,-0.42,0.98,0.84,0.14,0.0,0.57,-0.57,0.98,1.4,-0.42,0,1,-1,-0.58,55.6,59.35,51.71,0.53,0.41,304,9,10,9,18.87,21.95,11.56,10,3,12,3,10,127.0,61.23,59.67,48.46,86.0,55.81,1,Monaco 0-1 Paris FC,2025-11-01
Nice,0.76,2.41,-1.65,0.27,2.02,-1.75,0.48,0.39,0.09,0.76,2.41,-1.65,0,1,-1,0.65,23.7,7.21,32.1,0.09,1.98,53,0,5,28,55.56,14.14,29.12,1,15,3,1,5,2.8,0.48,130.27,95.27,9.67,2.04,0,PSG 1-0 Nice,2025-11-01
PSG,2.41,0.76,1.65,2.02,0.27,1.75,0.39,0.48,-0.09,2.41,0.76,1.65,1,0,1,-0.65,76.3,92.79,61.17,1.98,0.09,658,44,28,5,14.14,55.56,7.53,15,1,34,11,12,581.3,99.52,6.47,4.73,464.37,97.96,0,PSG 1-0 Nice,2025-11-01
Rennes,1.55,1.92,-0.37,1.33,1.06,0.27,0.22,0.1,0.12,1.55,1.16,0.39,2,2,0,0.37,44.7,37.35,38.84,0.22,0.66,116,5,11,15,50.0,22.73,18.0,3,7,16,8,12,51.6,29.17,43.0,40.46,57.7,31.47,0,Toulouse 2-2 Rennes,2025-10-29
Toulouse,1.92,1.55,0.37,1.06,1.33,-0.27,0.1,0.22,-0.12,1.16,1.55,-0.39,2,2,0,-0.37,55.3,62.65,49.06,0.66,0.22,221,23,15,11,22.73,50.0,9.69,7,3,21,5,9,125.3,70.83,63.27,59.54,125.67,68.53,6,Toulouse 2-2 Rennes,2025-10-29
Olympique Lyonnais,1.32,0.94,0.38,1.25,0.62,0.63,0.07,0.33,-0.26,1.32,0.94,0.38,3,3,0,-0.38,48.0,36.63,40.69,0.58,0.56,138,5,7,11,12.07,19.64,10.5,5,8,8,2,16,61.0,30.68,45.67,42.15,51.2,40.89,0,Paris FC 3-3 Olympique Lyonnais,2025-10-29
Paris FC,0.94,1.32,-0.38,0.62,1.25,-0.63,0.33,0.07,0.26,0.94,1.32,-0.38,3,3,0,0.38,52.0,63.37,48.15,0.56,0.58,240,13,11,7,19.64,12.07,10.51,8,5,23,4,18,137.8,69.32,62.67,57.85,74.0,59.11,0,Paris FC 3-3 Olympique Lyonnais,2025-10-29
Auxerre,0.98,4.53,-3.55,0.85,4.36,-3.51,0.13,0.17,-0.04,0.98,4.53,-3.55,0,3,-3,0.55,36.2,48.76,46.09,0.24,0.8,171,8,6,18,25.0,22.5,15.85,8,12,12,3,16,56.7,32.7,132.0,79.08,98.07,38.38,0,Strasbourg 3-0 Auxerre,2025-10-29
Strasbourg,4.53,0.98,3.55,4.36,0.85,3.51,0.17,0.13,0.04,4.53,0.98,3.55,3,0,3,-0.55,63.8,51.24,44.6,0.8,0.24,275,16,18,6,22.5,25.0,9.2,12,8,14,4,11,116.7,67.3,34.93,20.92,157.48,61.62,0,Strasbourg 3-0 Auxerre,2025-10-29
Monaco,4.47,3.02,1.45,4.03,3.02,1.01,0.44,0.0,0.44,4.47,3.02,1.45,5,3,2,0.55,50.2,47.58,46.92,0.86,0.68,180,20,19,18,22.09,26.47,9.41,6,6,15,3,17,89.1,59.24,49.4,49.76,111.73,65.33,0,Nantes 3-5 Monaco,2025-10-29
Nantes,3.02,4.47,-1.45,3.02,4.03,-1.01,0.0,0.44,-0.44,3.02,4.47,-1.45,3,5,-2,-0.55,49.8,52.42,43.12,0.68,0.86,172,11,18,19,26.47,22.09,8.7,6,6,13,1,13,61.3,40.76,49.87,50.24,59.3,34.67,4,Nantes 3-5 Monaco,2025-10-29
Angers SCO,1.46,1.98,-0.52,1.05,1.98,-0.93,0.41,0.0,0.41,1.46,1.98,-0.52,2,2,0,0.52,40.9,29.3,40.32,0.39,0.54,149,6,12,11,30.77,20.37,23.73,2,9,16,5,7,17.1,9.68,66.93,55.41,31.27,16.73,0,Olympique Marseille 2-2 Angers SCO,2025-10-29
Olympique Marseille,1.98,1.46,0.52,1.98,1.05,0.93,0.0,0.41,-0.41,1.98,1.46,0.52,2,2,0,-0.52,59.1,70.7,51.41,0.54,0.39,379,9,11,12,20.37,30.77,12.24,9,2,14,1,11,159.5,90.32,53.87,44.59,155.6,83.27,2,Olympique Marseille 2-2 Angers SCO,2025-10-29
Lille,1.45,1.53,-0.08,0.92,0.77,0.15,0.53,0.0,0.53,1.45,0.77,0.68,0,2,-2,-1.92,67.6,83.2,55.5,0.88,0.27,404,25,21,8,23.86,29.63,8.41,11,0,40,13,10,274.4,98.53,10.87,10.8,202.07,89.99,0,Nice 2-0 Lille,2025-10-29
Nice,1.53,1.45,0.08,0.77,0.92,-0.15,0.0,0.53,-0.53,0.77,1.45,-0.68,2,0,2,1.92,32.4,16.8,37.47,0.27,0.88,84,4,8,21,29.63,23.86,21.4,0,11,6,2,11,4.1,1.47,89.8,89.2,22.47,10.01,0,Nice 2-0 Lille,2025-10-29
Lens,1.28,3.8,-2.52,1.08,2.39,-1.31,0.2,0.65,-0.45,1.28,3.04,-1.76,0,2,-2,0.52,53.6,58.07,50.57,1.02,1.08,300,13,10,16,9.8,14.81,12.12,4,5,21,5,15,116.8,55.97,73.07,51.8,84.97,57.51,0,Metz 2-0 Lens,2025-10-29
Metz,3.8,1.28,2.52,2.39,1.08,1.31,0.65,0.2,0.45,3.04,1.28,1.76,2,0,2,-0.52,46.4,41.93,43.86,1.08,1.02,186,11,16,10,14.81,9.8,12.46,5,4,12,2,15,91.9,44.03,68.0,48.2,62.77,42.49,0,Metz 2-0 Lens,2025-10-29
Brest,1.16,1.29,-0.13,1.16,1.1,0.06,0.0,0.19,-0.19,1.16,1.29,-0.13,0,1,-1,-0.87,54.0,48.93,45.05,0.68,0.51,209,8,8,13,11.76,25.49,13.92,4,7,19,1,11,58.9,35.23,36.87,34.61,28.57,19.46,1,Le Havre 1-0 Brest,2025-10-29
Le Havre,1.29,1.16,0.13,1.1,1.16,-0.06,0.19,0.0,0.19,1.29,1.16,0.13,1,0,1,0.87,46.0,51.07,46.37,0.51,0.68,205,7,13,8,25.49,11.76,12.39,7,4,29,5,12,108.3,64.77,69.67,65.39,118.27,80.54,0,Le Havre 1-0 Brest,2025-10-29
PSG,1.67,0.35,1.32,1.56,0.35,1.21,0.11,0.0,0.11,1.67,0.35,1.32,1,1,0,-1.32,77.1,82.53,60.92,1.16,0.08,684,16,15,5,12.93,62.5,7.8,5,2,20,8,13,484.1,98.06,2.8,1.59,345.3,89.69,0,Lorient 1-1 PSG,2025-10-29
Lorient,0.35,1.67,-1.32,0.35,1.56,-1.21,0.0,0.11,-0.11,0.35,1.67,-1.32,1,1,0,1.32,22.9,17.47,44.7,0.08,1.16,110,4,5,15,62.5,12.93,35.71,2,5,9,0,5,9.6,1.94,173.2,98.41,39.7,10.31,0,Lorient 1-1 PSG,2025-10-29
Strasbourg,0.8,1.63,-0.83,0.8,0.51,0.29,0.0,0.36,-0.36,0.8,0.87,-0.07,1,2,-1,-0.17,51.9,45.71,38.92,0.31,0.37,121,5,7,9,22.58,24.32,9.33,7,6,8,2,19,61.9,44.18,51.73,37.5,67.97,46.33,1,Olympique Lyonnais 2-1 Strasbourg,2025-10-26
Olympique Lyonnais,1.63,0.8,0.83,0.51,0.8,-0.29,0.36,0.0,0.36,0.87,0.8,0.07,2,1,1,0.17,48.1,54.29,40.92,0.37,0.31,140,9,9,7,24.32,22.58,10.0,6,7,18,4,15,78.2,55.82,86.2,62.5,78.73,53.67,0,Olympique Lyonnais 2-1 Strasbourg,2025-10-26
Le Havre,1.41,1.57,-0.16,1.41,1.25,0.16,0.0,0.32,-0.32,1.41,1.57,-0.16,1,0,1,1.16,48.2,38.43,40.96,0.36,0.7,118,9,9,14,25.0,20.0,9.26,0,2,14,5,12,65.0,30.76,30.67,30.23,43.0,24.98,0,Auxerre 0-1 Le Havre,2025-10-26
Auxerre,1.57,1.41,0.16,1.25,1.41,-0.16,0.32,0.0,0.32,1.57,1.41,0.16,0,1,-1,-1.16,51.8,61.57,50.6,0.7,0.36,200,16,14,9,20.0,25.0,9.14,2,0,33,13,21,146.3,69.24,70.8,69.77,129.13,75.02,1,Auxerre 0-1 Le Havre,2025-10-26
Nice,0.5,2.15,-1.65,0.38,1.82,-1.44,0.12,0.33,-0.21,0.5,2.15,-1.65,2,1,1,2.65,42.0,32.43,40.42,0.24,0.99,115,4,8,19,33.33,19.19,12.42,3,10,12,3,22,23.2,11.67,66.07,66.6,55.03,32.69,0,Rennes 1-2 Nice,2025-10-26
Rennes,2.15,0.5,1.65,1.82,0.38,1.44,0.33,0.12,0.21,2.15,0.5,1.65,1,2,-1,-2.65,58.0,67.57,50.38,0.99,0.24,280,11,19,8,19.19,33.33,6.33,10,3,33,7,13,175.6,88.33,33.13,33.4,113.3,67.31,2,Rennes 1-2 Nice,2025-10-26
Lorient,2.44,1.62,0.82,1.54,1.62,-0.08,0.15,0.0,0.15,1.68,1.62,0.06,0,2,-2,-2.82,62.4,74.55,47.85,0.86,0.33,311,17,23,7,26.74,21.21,10.0,5,2,31,6,6,179.5,87.82,13.2,10.76,97.33,53.76,0,Angers SCO 2-0 Lorient,2025-10-26
Angers SCO,1.62,2.44,-0.82,1.62,1.54,0.08,0.0,0.15,-0.15,1.62,1.68,-0.06,2,0,2,2.82,37.6,25.45,39.36,0.33,0.86,110,6,7,23,21.21,26.74,16.34,2,5,2,1,14,24.9,12.18,109.53,89.24,83.73,46.24,0,Angers SCO 2-0 Lorient,2025-10-26
Metz,1.64,3.08,-1.44,1.42,2.43,-1.01,0.22,0.66,-0.44,1.64,3.08,-1.44,1,6,-5,-3.56,38.2,33.15,45.91,0.98,1.15,160,14,10,23,10.2,20.0,15.92,2,4,28,8,12,40.1,15.49,118.8,85.18,23.75,6.85,0,Lille 6-1 Metz,2025-10-26
Lille,3.08,1.64,1.44,2.43,1.42,1.01,0.66,0.22,0.44,3.08,1.64,1.44,6,1,5,3.56,61.8,66.85,52.72,1.15,0.98,328,27,23,10,20.0,10.2,7.07,4,2,17,7,18,218.8,84.51,20.67,14.82,322.95,93.15,0,Lille 6-1 Metz,2025-10-26
Olympique Marseille,1.32,1.59,-0.27,0.89,0.75,0.14,0.43,0.08,0.35,1.32,0.83,0.49,1,2,-1,-0.73,68.2,68.64,51.25,0.34,0.52,453,13,17,9,50.0,17.31,7.92,8,4,22,8,9,178.1,84.01,15.93,7.66,91.93,45.33,0,Lens 2-1 Olympique Marseille,2025-10-25
Lens,1.59,1.32,0.27,0.75,0.89,-0.14,0.08,0.43,-0.35,0.83,1.32,-0.49,2,1,1,0.73,31.8,31.36,43.11,0.52,0.34,138,7,9,17,17.31,50.0,26.7,4,8,17,4,12,33.9,15.99,192.07,92.34,110.87,54.67,0,Lens 2-1 Olympique Marseille,2025-10-25
Toulouse,0.98,3.35,-2.37,0.8,3.05,-2.25,0.18,0.3,-0.12,0.98,3.35,-2.37,0,1,-1,1.37,46.8,63.79,48.48,1.0,1.2,186,16,10,14,10.0,11.67,7.98,9,3,18,5,18,97.6,61.62,69.8,88.35,123.23,73.76,6,Monaco 1-0 Toulouse,2025-10-25
Monaco,3.35,0.98,2.37,3.05,0.8,2.25,0.3,0.18,0.12,3.35,0.98,2.37,1,0,1,-1.37,53.2,36.21,41.8,1.2,1.0,145,13,14,10,11.67,10.0,7.6,3,9,9,2,15,60.8,38.38,9.2,11.65,43.83,26.24,0,Monaco 1-0 Toulouse,2025-10-25
PSG,2.46,1.72,0.74,2.07,0.95,1.12,0.38,0.01,0.37,2.46,0.96,1.5,3,0,3,2.26,74.8,79.65,52.41,1.01,0.21,496,17,18,8,17.82,38.1,9.8,5,5,13,7,10,336.9,93.09,3.0,1.31,174.1,75.4,0,Brest 0-3 PSG,2025-10-25
Brest,1.72,2.46,-0.74,0.95,2.07,-1.12,0.01,0.38,-0.37,0.96,2.46,-1.5,0,3,-3,-2.26,25.2,20.35,42.67,0.21,1.01,118,6,8,18,38.1,17.82,21.03,5,5,11,2,10,25.0,6.91,225.6,98.69,56.8,24.6,0,Brest 0-3 PSG,2025-10-25
Nantes,1.71,1.48,0.23,1.69,1.04,0.65,0.02,0.45,-0.43,1.71,1.48,0.23,2,1,1,0.77,32.9,25.08,39.36,0.4,0.7,92,7,11,14,27.5,20.0,19.77,2,11,8,2,13,18.8,8.07,117.93,92.86,66.2,41.03,0,Paris FC 1-2 Nantes,2025-10-24
Paris FC,1.48,1.71,-0.23,1.04,1.69,-0.65,0.45,0.02,0.43,1.48,1.71,-0.23,1,2,-1,-0.77,67.1,74.92,49.77,0.7,0.4,296,15,14,11,20.0,27.5,7.08,11,2,31,8,10,214.3,91.93,9.07,7.14,95.13,58.97,0,Paris FC 1-2 Nantes,2025-10-24
Lille,4.08,1.19,2.89,2.73,1.16,1.57,1.35,0.03,1.32,4.08,1.19,2.89,2,0,2,-0.89,63.1,69.13,49.85,0.94,0.48,284,29,23,8,24.47,16.67,8.64,6,5,24,9,15,233.6,88.86,22.2,17.22,182.07,83.84,0,Nantes 0-2 Lille,2025-10-19
Nantes,1.19,4.08,-2.89,1.16,2.73,-1.57,0.03,1.35,-1.32,1.19,4.08,-2.89,0,2,-2,0.89,36.9,30.87,40.61,0.48,0.94,109,9,8,23,16.67,24.47,13.0,5,6,21,5,12,29.3,11.14,106.73,82.78,35.1,16.16,2,Nantes 0-2 Lille,2025-10-19
Auxerre,1.39,3.15,-1.76,0.63,2.48,-1.85,0.0,0.67,-0.67,0.63,3.15,-2.52,2,2,0,1.76,48.4,45.83,44.31,0.1,1.13,169,2,7,19,70.0,16.81,10.09,4,8,11,2,15,48.4,27.25,32.07,44.46,49.8,25.82,0,Rennes 2-2 Auxerre,2025-10-19
Rennes,3.15,1.39,1.76,2.48,0.63,1.85,0.67,0.0,0.67,3.15,0.63,2.52,2,2,0,-1.76,51.6,54.17,51.16,1.13,0.1,241,19,19,7,16.81,70.0,7.33,8,4,17,6,11,129.2,72.75,40.07,55.54,143.1,74.18,1,Rennes 2-2 Auxerre,2025-10-19
Brest,1.75,1.94,-0.19,0.88,1.73,-0.85,0.12,0.21,-0.09,0.99,1.94,-0.95,3,3,0,0.19,50.3,48.56,44.34,0.48,0.77,157,12,9,12,18.75,15.58,9.05,6,3,14,2,16,86.8,44.04,33.93,51.52,85.23,32.41,2,Lorient 3-3 Brest,2025-10-19
Lorient,1.94,1.75,0.19,1.73,0.88,0.85,0.21,0.12,0.09,1.94,0.99,0.95,3,3,0,-0.19,49.7,51.44,46.75,0.77,0.48,186,8,12,9,15.58,18.75,10.26,3,6,21,5,13,110.3,55.96,31.93,48.48,177.73,67.59,0,Lorient 3-3 Brest,2025-10-19
Metz,0.18,3.53,-3.35,0.18,2.49,-2.31,0.0,0.27,-0.27,0.18,2.77,-2.59,0,4,-4,-0.65,63.8,42.86,36.97,0.1,0.63,167,4,2,16,20.0,25.4,12.26,3,6,7,1,11,57.3,28.09,3.93,1.87,13.7,3.08,0,Toulouse 4-0 Metz,2025-10-19
Toulouse,3.53,0.18,3.35,2.49,0.18,2.31,0.27,0.0,0.27,2.77,0.18,2.59,4,0,4,0.65,36.2,57.14,48.8,0.63,0.1,167,11,16,2,25.4,20.0,18.55,6,3,15,5,14,146.7,71.91,206.73,98.13,430.47,96.92,1,Toulouse 4-0 Metz,2025-10-19
Paris FC,1.14,2.33,-1.19,1.02,0.66,0.36,0.12,0.91,-0.79,1.14,1.57,-0.43,1,2,-1,0.19,56.8,31.09,39.34,0.36,0.72,176,7,9,11,25.0,15.28,16.32,2,12,12,3,8,30.2,16.0,13.6,9.01,9.0,3.08,0,Lens 2-1 Paris FC,2025-10-19
Lens,2.33,1.14,1.19,0.66,1.02,-0.36,0.91,0.12,0.79,1.57,1.14,0.43,2,1,1,-0.19,43.2,68.91,54.3,0.72,0.36,265,29,11,9,15.28,25.0,13.85,12,2,35,11,11,158.5,84.0,137.4,90.99,283.5,96.92,0,Lens 2-1 Paris FC,2025-10-19
Le Havre,0.74,3.07,-2.33,0.74,2.31,-1.57,0.0,0.0,0.0,0.74,2.31,-1.57,2,6,-4,-1.67,26.6,17.65,41.92,0.13,1.49,85,2,8,18,61.54,12.08,18.17,3,3,8,1,13,13.7,4.44,152.4,99.04,29.11,12.32,0,Olympique Marseille 6-2 Le Havre,2025-10-18
Olympique Marseille,3.07,0.74,2.33,2.31,0.74,1.57,0.0,0.0,0.0,2.31,0.74,1.57,6,2,4,1.67,73.4,82.35,53.23,1.49,0.13,406,16,18,8,12.08,61.54,7.09,3,3,16,2,17,294.9,95.56,1.47,0.96,207.16,87.68,0,Olympique Marseille 6-2 Le Havre,2025-10-18
Monaco,1.21,2.58,-1.37,0.99,1.96,-0.97,0.22,0.62,-0.4,1.21,2.58,-1.37,1,1,0,1.37,58.4,54.02,44.18,0.42,1.0,230,11,11,16,26.19,16.0,9.37,5,4,11,3,14,85.8,49.8,23.33,20.17,64.97,33.55,0,Angers SCO 1-1 Monaco,2025-10-18
Angers SCO,2.58,1.21,1.37,1.96,0.99,0.97,0.62,0.22,0.4,2.58,1.21,1.37,1,1,0,-1.37,41.6,45.98,43.14,1.0,0.42,157,10,16,11,16.0,26.19,13.51,4,5,22,10,15,86.5,50.2,92.33,79.83,128.67,66.45,0,Angers SCO 1-1 Monaco,2025-10-18
Olympique Lyonnais,3.99,1.16,2.83,2.24,1.16,1.08,0.98,0.0,0.98,3.23,1.16,2.07,2,3,-1,-3.83,68.9,73.67,53.43,1.99,0.26,357,26,29,5,14.57,19.23,6.64,10,3,49,16,11,242.3,94.1,14.8,13.72,148.37,75.84,1,Nice 3-2 Olympique Lyonnais,2025-10-18
Nice,1.16,3.99,-2.83,1.16,2.24,-1.08,0.0,0.98,-0.98,1.16,3.23,-2.07,3,2,1,3.83,31.1,26.33,44.62,0.26,1.99,122,5,5,29,19.23,14.57,19.48,3,10,8,1,10,15.2,5.9,93.07,86.28,47.27,24.16,0,Nice 3-2 Olympique Lyonnais,2025-10-18
Strasbourg,2.48,2.97,-0.49,2.48,2.19,0.29,0.0,0.02,-0.02,2.48,2.21,0.27,3,3,0,0.49,28.9,25.65,41.44,0.73,0.57,116,10,12,21,16.44,36.84,21.0,5,8,8,1,15,36.4,15.68,217.27,95.91,153.83,62.26,0,PSG 3-3 Strasbourg,2025-10-17
PSG,2.97,2.48,0.49,2.19,2.48,-0.29,0.02,0.0,0.02,2.21,2.48,-0.27,3,3,0,-0.49,71.1,74.35,46.39,0.57,0.73,366,18,21,12,36.84,16.44,6.36,8,5,13,4,12,195.8,84.32,9.27,4.09,93.23,37.74,0,PSG 3-3 Strasbourg,2025-10-17
PSG,1.64,1.25,0.39,1.35,1.13,0.22,0.29,0.12,0.17,1.64,1.25,0.39,1,1,0,-0.39,61.7,54.17,46.49,0.31,0.6,300,7,17,9,54.84,15.0,12.31,4,6,11,5,12,101.5,59.81,17.33,10.45,62.03,28.72,0,Lille 1-1 PSG,2025-10-05
Lille,1.25,1.64,-0.39,1.13,1.35,-0.22,0.12,0.29,-0.17,1.25,1.64,-0.39,1,1,0,0.39,38.3,45.83,48.08,0.6,0.31,190,17,9,17,15.0,54.84,14.28,6,4,14,3,11,68.2,40.19,148.53,89.55,153.93,71.28,0,Lille 1-1 PSG,2025-10-05
Angers SCO,0.74,4.04,-3.3,0.47,3.51,-3.04,0.27,0.52,-0.25,0.74,4.04,-3.3,0,5,-5,-1.7,35.2,28.88,37.91,0.42,0.64,127,5,5,18,11.9,28.12,23.37,4,14,13,5,11,24.8,11.83,157.13,89.69,17.46,8.55,0,Strasbourg 5-0 Angers SCO,2025-10-05
Strasbourg,4.04,0.74,3.3,3.51,0.47,3.04,0.52,0.27,0.25,4.04,0.74,3.3,5,0,5,1.7,64.8,71.12,44.03,0.64,0.42,295,13,18,5,28.12,11.9,7.8,14,4,13,2,12,184.8,88.17,18.07,10.31,186.71,91.45,1,Strasbourg 5-0 Angers SCO,2025-10-05
Rennes,1.28,1.7,-0.42,1.2,0.94,0.26,0.08,0.0,0.08,1.28,0.94,0.34,2,2,0,0.42,56.7,60.36,50.88,0.35,0.78,311,10,9,10,25.71,12.82,10.94,6,9,26,4,9,111.6,63.84,40.4,33.7,112.47,63.87,2,Le Havre 2-2 Rennes,2025-10-05
Le Havre,1.7,1.28,0.42,0.94,1.2,-0.26,0.0,0.08,-0.08,0.94,1.28,-0.34,2,2,0,-0.42,43.3,39.64,45.5,0.78,0.35,171,8,10,9,12.82,25.71,12.36,9,6,30,3,13,63.2,36.16,79.47,66.3,63.63,36.13,1,Le Havre 2-2 Rennes,2025-10-05
Nice,1.4,3.14,-1.74,0.63,1.47,-0.84,0.02,0.15,-0.13,0.64,1.62,-0.98,2,2,0,1.74,34.8,30.41,45.05,0.23,1.36,124,11,9,20,39.13,14.71,24.06,3,8,17,7,9,69.0,20.06,76.87,88.29,84.27,29.32,0,Monaco 2-2 Nice,2025-10-05
Monaco,3.14,1.4,1.74,1.47,0.63,0.84,0.15,0.02,0.13,1.62,0.64,0.98,2,2,0,-1.74,65.2,69.59,55.14,1.36,0.23,353,26,20,9,14.71,39.13,7.68,8,3,28,6,10,275.0,79.94,10.2,11.71,203.1,70.68,0,Monaco 2-2 Nice,2025-10-05
Toulouse,1.59,1.68,-0.09,1.26,1.31,-0.05,0.32,0.38,-0.06,1.59,1.68,-0.09,2,1,1,1.09,31.2,44.49,50.16,0.52,0.48,144,14,14,13,26.92,27.08,14.94,5,4,12,5,17,52.9,45.02,184.0,98.57,185.33,83.28,5,Olympique Lyonnais 1-2 Toulouse,2025-10-05
Olympique Lyonnais,1.68,1.59,0.09,1.31,1.26,0.05,0.38,0.32,0.06,1.68,1.59,0.09,1,2,-1,-1.09,68.8,55.51,39.71,0.48,0.52,176,11,13,14,27.08,26.92,7.52,4,5,23,8,13,64.6,54.98,2.67,1.43,37.2,16.72,0,Olympique Lyonnais 1-2 Toulouse,2025-10-05
Lens,0.85,1.65,-0.8,0.7,1.18,-0.48,0.15,0.48,-0.33,0.85,1.65,-0.8,2,1,1,1.8,42.7,27.18,42.23,0.16,0.53,149,5,7,18,43.75,33.96,13.55,8,13,4,2,21,22.2,10.86,56.0,58.29,26.7,16.23,0,Auxerre 1-2 Lens,2025-10-04
Auxerre,1.65,0.85,0.8,1.18,0.7,0.48,0.48,0.15,0.33,1.65,0.85,0.8,1,2,-1,-1.8,57.3,72.82,49.38,0.53,0.16,280,13,18,7,33.96,43.75,8.2,13,8,19,2,10,182.2,89.14,40.07,41.71,137.77,83.77,3,Auxerre 1-2 Lens,2025-10-04
Nantes,0.57,1.77,-1.2,0.47,1.47,-1.0,0.1,0.29,-0.19,0.57,1.77,-1.2,0,0,0,1.2,49.0,40.75,44.09,0.26,1.0,155,8,6,17,23.08,17.0,13.68,5,8,12,3,12,44.8,27.97,39.67,50.81,34.97,25.11,3,Brest 0-0 Nantes,2025-10-04
Brest,1.77,0.57,1.2,1.47,0.47,1.0,0.29,0.1,0.19,1.77,0.57,1.2,0,0,0,-1.2,51.0,59.25,46.72,1.0,0.26,182,16,17,6,17.0,23.08,10.79,8,5,29,12,11,115.4,72.03,38.4,49.19,104.3,74.89,0,Brest 0-0 Nantes,2025-10-04
Olympique Marseille,2.73,0.3,2.43,2.71,0.3,2.41,0.02,0.0,0.02,2.73,0.3,2.43,3,0,3,0.57,61.8,69.44,49.99,0.86,0.19,338,24,21,4,24.42,21.05,11.73,8,1,9,4,7,198.0,94.56,44.53,29.07,172.7,83.46,0,Metz 0-3 Olympique Marseille,2025-10-04
Metz,0.3,2.73,-2.43,0.3,2.71,-2.41,0.0,0.02,-0.02,0.3,2.73,-2.43,0,3,-3,-0.57,38.2,30.56,37.06,0.19,0.86,116,7,4,21,21.05,24.42,42.83,1,8,13,4,8,11.4,5.44,108.67,70.93,34.23,16.54,1,Metz 0-3 Olympique Marseille,2025-10-04
Lorient,0.9,1.85,-0.95,0.57,1.85,-1.28,0.33,0.0,0.33,0.9,1.85,-0.95,0,2,-2,-1.05,42.0,41.73,43.75,0.14,0.86,199,9,8,10,57.14,11.63,15.59,7,6,20,5,10,69.6,33.3,100.0,70.49,48.83,21.15,0,Paris FC 2-0 Lorient,2025-10-03
Paris FC,1.85,0.9,0.95,1.85,0.57,1.28,0.0,0.33,-0.33,1.85,0.9,0.95,2,0,2,1.05,58.0,58.27,47.06,0.86,0.14,286,12,10,8,11.63,57.14,12.21,6,7,13,1,19,139.4,66.7,41.87,29.51,182.0,78.85,0,Paris FC 2-0 Lorient,2025-10-03
Lens,1.8,1.62,0.18,1.62,1.3,0.32,0.18,0.32,-0.14,1.8,1.62,0.18,0,0,0,-0.18,34.1,28.53,44.77,0.7,1.45,108,14,13,14,18.57,9.66,10.39,8,4,14,4,9,38.5,15.24,119.47,94.12,74.03,34.96,1,Rennes 0-0 Lens,2025-09-28
Rennes,1.62,1.8,-0.18,1.3,1.62,-0.32,0.32,0.18,0.14,1.62,1.8,-0.18,0,0,0,0.18,65.9,71.47,56.33,1.45,0.7,379,15,14,13,9.66,18.57,7.29,4,8,24,8,16,214.2,84.76,7.47,5.88,137.73,65.04,1,Rennes 0-0 Lens,2025-09-28
