Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Angers SCO,0.49,2.66,-2.17,0.49,1.76,-1.27,0.0,0.14,-0.14,0.49,1.9,-1.41,0,1,-1,1.17,46.4,39.27,41.45,0.5,1.01,148,10,5,14,10.0,13.86,15.66,2,12,13,1,14,37.5,19.53,75.07,64.34,45.6,23.76,0,Angers SCO 0-1 Lille,2026-02-22
Le Havre,0.89,1.71,-0.82,0.87,0.85,0.02,0.02,0.1,-0.08,0.89,0.95,-0.06,0,2,-2,-1.18,70.2,58.89,48.19,0.39,0.3,266,8,6,10,15.38,33.33,6.43,2,8,27,6,13,91.9,61.6,0.8,0.58,36.53,21.67,0,Nantes 2-0 Le Havre,2026-02-22
Nantes,1.71,0.89,0.82,0.85,0.87,-0.02,0.1,0.02,0.08,0.95,0.89,0.06,2,0,2,1.18,29.8,41.11,52.23,0.3,0.39,130,8,10,6,33.33,15.38,11.9,8,2,17,5,17,57.3,38.4,137.73,99.42,132.07,78.33,1,Nantes 2-0 Le Havre,2026-02-22
Lorient,2.56,3.25,-0.69,1.3,3.2,-1.9,0.5,0.05,0.45,1.8,3.25,-1.45,3,3,0,0.69,60.4,69.38,48.4,0.81,1.1,277,21,17,8,20.99,7.27,12.07,2,4,31,7,4,171.8,84.46,50.53,31.6,128.9,65.89,0,Nice 3-3 Lorient,2026-02-22
Nice,3.25,2.56,0.69,3.2,1.3,1.9,0.05,0.5,-0.45,3.25,1.8,1.45,3,3,0,-0.69,39.6,30.62,44.17,1.1,0.81,141,10,8,17,7.27,20.99,14.97,4,2,14,3,15,31.6,15.54,109.4,68.4,66.73,34.11,0,Nice 3-3 Lorient,2026-02-22
Rennes,1.75,1.17,0.58,1.6,1.02,0.58,0.15,0.16,-0.01,1.75,1.17,0.58,3,0,3,2.42,56.8,45.3,40.88,0.55,0.31,179,8,12,11,21.82,35.48,6.39,7,12,13,5,22,91.2,48.74,11.13,9.41,81.1,43.12,1,Auxerre 0-3 Rennes,2026-02-22
Auxerre,1.17,1.75,-0.58,1.02,1.6,-0.58,0.16,0.15,0.01,1.17,1.75,-0.58,0,3,-3,-2.42,43.2,54.7,49.99,0.31,0.55,199,8,11,12,35.48,21.82,7.42,12,7,20,4,17,95.9,51.26,107.13,90.59,107.0,56.88,2,Auxerre 0-3 Rennes,2026-02-22
Metz,0.18,2.94,-2.76,0.18,2.05,-1.87,0.0,0.89,-0.89,0.18,2.94,-2.76,0,3,-3,-0.24,33.1,22.7,38.88,0.16,1.02,113,2,3,17,18.75,16.67,20.48,3,9,12,1,15,4.3,1.68,128.33,90.93,19.5,5.36,0,PSG 3-0 Metz,2026-02-21
PSG,2.94,0.18,2.76,2.05,0.18,1.87,0.89,0.0,0.89,2.94,0.18,2.76,3,0,3,0.24,66.9,77.3,49.22,1.02,0.16,349,22,17,3,16.67,18.75,9.41,9,3,11,4,9,252.1,98.32,12.8,9.07,344.21,94.64,1,PSG 3-0 Metz,2026-02-21
Paris FC,0.87,3.35,-2.48,0.85,1.66,-0.81,0.02,1.69,-1.67,0.87,3.35,-2.48,1,1,0,2.48,44.0,20.9,34.54,0.49,1.17,94,5,5,23,10.2,19.66,16.18,2,10,8,3,7,12.2,4.46,22.07,22.99,7.73,2.96,0,Toulouse 1-1 Paris FC,2026-02-21
Toulouse,3.35,0.87,2.48,1.66,0.85,0.81,1.69,0.02,1.67,3.35,0.87,2.48,1,1,0,-2.48,56.0,79.1,54.85,1.17,0.49,307,26,23,5,19.66,10.2,10.5,10,2,24,12,13,261.5,95.54,73.93,77.01,253.4,97.04,5,Toulouse 1-1 Paris FC,2026-02-21
Monaco,1.91,2.25,-0.34,1.88,2.2,-0.32,0.03,0.06,-0.03,1.91,2.25,-0.34,3,2,1,1.34,48.3,46.3,44.99,0.93,0.69,177,4,10,18,10.75,26.09,12.72,7,10,14,2,12,92.3,42.67,67.53,53.94,77.67,38.69,0,Lens 2-3 Monaco,2026-02-21
Lens,2.25,1.91,0.34,2.2,1.88,0.32,0.06,0.03,0.03,2.25,1.91,0.34,2,3,-1,-1.34,51.7,53.7,47.6,0.69,0.93,226,18,18,10,26.09,10.75,9.76,10,7,26,7,13,124.0,57.33,57.67,46.06,123.1,61.31,1,Lens 2-3 Monaco,2026-02-21
Olympique Marseille,1.73,1.97,-0.24,0.64,1.9,-1.26,0.33,0.06,0.27,0.97,1.97,-1.0,0,2,-2,-1.76,68.3,74.09,52.72,1.06,0.62,402,17,17,12,16.04,19.35,7.97,8,4,32,2,17,207.8,84.64,0.07,0.04,83.7,38.59,0,Brest 2-0 Olympique Marseille,2026-02-20
Brest,1.97,1.73,0.24,1.9,0.64,1.26,0.06,0.33,-0.27,1.97,0.97,1.0,2,0,2,1.76,31.7,25.91,43.35,0.62,1.06,116,11,12,17,19.35,16.04,14.43,4,8,12,3,10,37.7,15.36,163.87,99.96,133.17,61.41,1,Brest 2-0 Olympique Marseille,2026-02-20
Nice,1.28,2.71,-1.43,0.76,2.65,-1.89,0.53,0.06,0.47,1.28,2.71,-1.43,0,2,-2,-0.57,43.2,45.39,44.06,1.0,0.58,193,12,10,9,10.0,15.52,16.78,4,3,15,5,12,68.5,46.0,93.2,75.9,89.9,44.88,0,Olympique Lyonnais 2-0 Nice,2026-02-15
Olympique Lyonnais,2.71,1.28,1.43,2.65,0.76,1.89,0.06,0.53,-0.47,2.71,1.28,1.43,2,0,2,0.57,56.8,54.61,44.82,0.58,1.0,239,11,9,10,15.52,10.0,11.69,3,4,15,8,16,80.4,54.0,29.6,24.1,110.43,55.12,1,Olympique Lyonnais 2-0 Nice,2026-02-15
Angers SCO,0.62,1.36,-0.74,0.62,0.51,0.11,0.0,0.85,-0.85,0.62,1.36,-0.74,0,2,-2,-1.26,41.2,46.27,47.74,0.86,0.13,222,9,10,8,11.63,61.54,25.3,5,4,10,2,8,76.0,44.78,125.53,91.54,102.0,47.54,0,Lorient 2-0 Angers SCO,2026-02-15
Lorient,1.36,0.62,0.74,0.51,0.62,-0.11,0.85,0.0,0.85,1.36,0.62,0.74,2,0,2,1.26,58.8,53.73,42.08,0.13,0.86,226,9,8,10,61.54,11.63,17.78,4,5,15,3,7,93.7,55.22,11.6,8.46,112.57,52.46,0,Lorient 2-0 Angers SCO,2026-02-15
Auxerre,1.11,0.85,0.26,1.11,0.78,0.33,0.0,0.08,-0.08,1.11,0.85,0.26,3,1,2,1.74,38.6,41.69,49.6,0.57,0.84,174,12,16,13,28.07,15.48,13.17,2,7,18,3,12,85.5,47.13,114.27,81.77,107.47,52.14,0,Metz 1-3 Auxerre,2026-02-15
Metz,0.85,1.11,-0.26,0.78,1.11,-0.33,0.08,0.0,0.08,0.85,1.11,-0.26,1,3,-2,-1.74,61.4,58.31,51.17,0.84,0.57,313,11,13,16,15.48,28.07,9.27,7,2,29,4,13,95.9,52.87,25.47,18.23,98.63,47.86,0,Metz 1-3 Auxerre,2026-02-15
Toulouse,2.75,1.53,1.22,1.66,1.53,0.13,1.09,0.0,1.09,2.75,1.53,1.22,1,2,-1,-2.22,67.3,82.57,59.27,1.43,0.09,418,35,25,5,17.48,55.56,6.3,13,2,36,10,16,334.1,99.61,25.27,22.7,272.27,98.92,2,Le Havre 2-1 Toulouse,2026-02-15
Le Havre,1.53,2.75,-1.22,1.53,1.66,-0.13,0.0,1.09,-1.09,1.53,2.75,-1.22,2,1,1,2.22,32.7,17.43,37.03,0.09,1.43,82,2,5,25,55.56,17.48,17.36,2,13,4,1,7,1.3,0.39,86.07,77.3,2.97,1.08,0,Le Havre 2-1 Toulouse,2026-02-15
Lens,4.32,0.71,3.61,3.31,0.71,2.6,0.24,0.0,0.24,3.56,0.71,2.85,5,0,5,1.39,42.6,42.13,41.05,0.94,0.5,147,14,17,11,18.09,22.0,14.89,5,4,17,5,9,107.3,59.54,65.13,68.75,164.17,81.31,0,Paris FC 0-5 Lens,2026-02-14
Paris FC,0.71,4.32,-3.61,0.71,3.31,-2.6,0.0,0.24,-0.24,0.71,3.56,-2.85,0,5,-5,-1.39,57.4,57.87,45.35,0.5,0.94,250,9,11,17,22.0,18.09,11.91,4,5,12,3,13,72.9,40.46,29.6,31.25,37.73,18.69,0,Paris FC 0-5 Lens,2026-02-14
Brest,0.79,2.23,-1.44,0.76,1.63,-0.87,0.02,0.59,-0.57,0.79,2.23,-1.44,1,1,0,1.44,31.5,29.25,44.74,0.45,1.31,130,11,11,20,24.44,15.27,15.03,4,6,9,1,12,36.7,13.09,123.8,90.85,62.43,30.69,3,Lille 1-1 Brest,2026-02-14
Lille,2.23,0.79,1.44,1.63,0.76,0.87,0.59,0.02,0.57,2.23,0.79,1.44,1,1,0,-1.44,68.5,70.75,52.88,1.31,0.45,375,22,20,11,15.27,24.44,8.34,6,4,31,13,6,243.6,86.91,12.47,9.15,141.0,69.31,0,Lille 1-1 Brest,2026-02-14
Strasbourg,1.53,1.51,0.02,0.7,1.51,-0.81,0.07,0.0,0.07,0.77,1.51,-0.74,2,2,0,-0.02,56.2,53.78,50.65,1.12,0.68,308,19,12,10,10.71,14.71,10.03,4,4,24,5,10,106.6,61.69,35.8,35.31,75.93,37.36,0,Olympique Marseille 2-2 Strasbourg,2026-02-14
Olympique Marseille,1.51,1.53,-0.02,1.51,0.7,0.81,0.0,0.07,-0.07,1.51,0.77,0.74,2,2,0,0.02,43.8,46.22,49.52,0.68,1.12,216,12,10,12,14.71,10.71,16.61,4,4,13,5,11,66.2,38.31,65.6,64.69,127.33,62.64,0,Olympique Marseille 2-2 Strasbourg,2026-02-14
Nantes,1.36,2.91,-1.55,1.15,2.24,-1.09,0.21,0.67,-0.46,1.36,2.91,-1.55,1,3,-2,-0.45,52.8,52.92,50.39,0.7,0.67,259,16,13,12,18.57,17.91,12.07,6,12,22,3,8,138.0,52.75,35.07,41.55,74.56,33.08,0,Monaco 3-1 Nantes,2026-02-13
Monaco,2.91,1.36,1.55,2.24,1.15,1.09,0.67,0.21,0.46,2.91,1.36,1.55,3,1,2,0.45,47.2,47.08,49.28,0.67,0.7,225,9,12,13,17.91,18.57,9.85,12,6,16,9,15,123.6,47.25,49.33,58.45,150.82,66.92,0,Monaco 3-1 Nantes,2026-02-13
PSG,4.13,1.76,2.37,3.66,1.61,2.05,0.48,0.15,0.33,4.13,1.76,2.37,1,3,-2,-4.37,67.2,73.26,50.98,2.11,0.37,352,25,22,13,10.43,35.14,8.55,8,6,26,8,9,268.8,90.75,5.73,3.48,138.0,64.86,1,Rennes 3-1 PSG,2026-02-13
Rennes,1.76,4.13,-2.37,1.61,3.66,-2.05,0.15,0.48,-0.33,1.76,4.13,-2.37,3,1,2,4.37,32.8,26.74,40.81,0.37,2.11,120,5,13,22,35.14,10.43,17.03,6,8,10,5,10,27.4,9.25,158.93,96.52,74.77,35.14,1,Rennes 3-1 PSG,2026-02-13
Olympique Marseille,0.97,4.45,-3.48,0.97,4.34,-3.37,0.0,0.11,-0.11,0.97,4.45,-3.48,0,5,-5,-1.52,42.1,43.88,45.63,0.48,1.14,182,5,9,23,18.75,20.18,13.6,4,4,4,2,18,37.7,20.56,85.93,78.26,56.19,19.2,0,PSG 5-0 Olympique Marseille,2026-02-08
PSG,4.45,0.97,3.48,4.34,0.97,3.37,0.11,0.0,0.11,4.45,0.97,3.48,5,0,5,1.52,57.9,56.12,43.82,1.14,0.48,206,25,23,9,20.18,18.75,9.0,4,4,9,5,11,145.7,79.44,23.87,21.74,236.5,80.8,0,PSG 5-0 Olympique Marseille,2026-02-08
Toulouse,0.64,1.6,-0.96,0.64,1.56,-0.92,0.0,0.04,-0.04,0.64,1.6,-0.96,0,1,-1,-0.04,49.2,66.55,49.88,0.72,0.36,240,15,12,12,16.67,33.33,9.7,12,2,22,5,16,117.2,69.27,135.73,87.83,197.7,92.7,4,Angers SCO 1-0 Toulouse,2026-02-08
Angers SCO,1.6,0.64,0.96,1.56,0.64,0.92,0.04,0.0,0.04,1.6,0.64,0.96,1,0,1,0.04,50.8,33.45,34.08,0.36,0.72,123,6,12,12,33.33,16.67,16.73,2,12,14,3,11,52.0,30.73,18.8,12.17,15.57,7.3,0,Angers SCO 1-0 Toulouse,2026-02-08
Paris FC,1.34,0.91,0.43,1.34,0.65,0.69,0.01,0.25,-0.24,1.34,0.91,0.43,0,0,0,-0.43,50.9,28.48,38.56,0.52,0.47,121,9,7,12,13.46,25.53,16.84,0,5,7,4,11,53.7,23.21,34.73,26.51,34.33,13.51,1,Auxerre 0-0 Paris FC,2026-02-08
Auxerre,0.91,1.34,-0.43,0.65,1.34,-0.69,0.25,0.01,0.24,0.91,1.34,-0.43,0,0,0,0.43,49.1,71.52,54.48,0.47,0.52,287,13,12,7,25.53,13.46,15.43,5,0,26,7,8,177.7,76.79,96.27,73.49,219.87,86.49,0,Auxerre 0-0 Paris FC,2026-02-08
Strasbourg,0.46,1.36,-0.9,0.45,1.16,-0.71,0.01,0.2,-0.19,0.46,1.36,-0.9,1,2,-1,-0.1,49.7,41.09,47.16,0.97,0.43,190,14,10,15,10.31,34.88,9.5,7,5,19,3,12,58.8,31.38,62.53,68.37,67.37,36.31,0,Le Havre 2-1 Strasbourg,2026-02-08
Le Havre,1.36,0.46,0.9,1.16,0.45,0.71,0.2,0.01,0.19,1.36,0.46,0.9,2,1,1,0.1,50.3,58.91,48.61,0.43,0.97,227,9,15,10,34.88,10.31,8.09,5,7,23,9,15,128.6,68.62,28.93,31.63,118.17,63.69,0,Le Havre 2-1 Strasbourg,2026-02-08
Monaco,0.99,0.86,0.13,0.76,0.75,0.01,0.23,0.12,0.11,0.99,0.86,0.13,0,0,0,-0.13,55.6,46.26,46.6,0.54,0.23,209,9,10,13,18.52,56.52,6.83,4,8,10,6,11,74.1,42.88,12.67,15.01,47.17,26.5,1,Nice 0-0 Monaco,2026-02-08
Nice,0.86,0.99,-0.13,0.75,0.76,-0.01,0.12,0.23,-0.11,0.86,0.99,-0.13,0,0,0,0.13,44.4,53.74,50.99,0.23,0.54,195,10,13,10,56.52,18.52,11.59,8,4,21,8,10,98.7,57.12,71.73,84.99,130.83,73.5,0,Nice 0-0 Monaco,2026-02-08
Olympique Lyonnais,1.57,1.04,0.53,1.28,0.97,0.31,0.28,0.08,0.2,1.57,1.04,0.53,1,0,1,0.47,46.6,41.9,45.39,0.41,0.88,167,9,10,13,24.39,14.77,12.52,5,7,10,4,11,90.9,39.66,57.67,61.61,96.47,56.19,0,Nantes 0-1 Olympique Lyonnais,2026-02-07
Nantes,1.04,1.57,-0.53,0.97,1.28,-0.31,0.08,0.28,-0.2,1.04,1.57,-0.53,0,1,-1,-0.47,53.4,58.1,49.28,0.88,0.41,232,15,13,10,14.77,24.39,10.44,7,5,29,5,13,138.3,60.34,35.93,38.39,75.23,43.81,0,Nantes 0-1 Olympique Lyonnais,2026-02-07
Lorient,0.6,2.44,-1.84,0.54,2.44,-1.9,0.06,0.0,0.06,0.6,2.44,-1.84,0,2,-2,-0.16,58.3,58.01,48.15,0.64,0.86,266,13,13,12,20.31,13.95,11.7,4,11,20,7,10,122.0,69.36,16.93,13.85,77.17,38.96,1,Brest 2-0 Lorient,2026-02-07
Brest,2.44,0.6,1.84,2.44,0.54,1.9,0.0,0.06,-0.06,2.44,0.6,1.84,2,0,2,0.16,41.7,41.99,47.92,0.86,0.64,181,14,12,13,13.95,20.31,12.26,11,4,22,7,11,53.9,30.64,105.27,86.15,120.93,61.04,1,Brest 2-0 Lorient,2026-02-07
Rennes,1.32,1.4,-0.08,0.91,1.37,-0.46,0.41,0.03,0.38,1.32,1.4,-0.08,1,3,-2,-1.92,48.7,48.06,47.93,1.02,0.75,215,21,14,9,13.73,12.0,10.69,1,4,23,4,17,128.2,58.25,51.4,38.07,107.27,51.53,3,Lens 3-1 Rennes,2026-02-07
Lens,1.4,1.32,0.08,1.37,0.91,0.46,0.03,0.41,-0.38,1.4,1.32,0.08,3,1,2,1.92,51.3,51.94,49.85,0.75,1.02,227,13,9,14,12.0,13.73,8.02,4,1,17,4,13,91.9,41.75,83.6,61.93,100.9,48.47,0,Lens 3-1 Rennes,2026-02-07
Lille,2.03,0.32,1.71,1.88,0.32,1.56,0.15,0.0,0.15,2.03,0.32,1.71,0,0,0,-1.71,57.5,62.8,47.6,1.03,0.36,224,22,16,6,15.53,16.67,10.17,4,3,18,6,9,134.6,85.51,21.27,32.03,126.37,76.68,1,Metz 0-0 Lille,2026-02-06
Metz,0.32,2.03,-1.71,0.32,1.88,-1.56,0.0,0.15,-0.15,0.32,2.03,-1.71,0,0,0,1.71,42.5,37.2,40.98,0.36,1.03,120,4,6,16,16.67,15.53,14.26,3,4,14,1,12,22.8,14.49,45.13,67.97,38.43,23.32,0,Metz 0-0 Lille,2026-02-06
PSG,1.68,1.98,-0.3,1.52,1.06,0.46,0.17,0.16,0.01,1.68,1.22,0.46,2,1,1,1.3,68.0,71.69,47.73,0.62,0.65,356,14,13,9,20.97,13.85,11.92,3,3,17,6,6,210.2,78.64,9.6,5.13,106.13,48.3,0,Strasbourg 1-2 PSG,2026-02-01
Strasbourg,1.98,1.68,0.3,1.06,1.52,-0.46,0.16,0.17,-0.01,1.22,1.68,-0.46,1,2,-1,-1.3,32.0,28.31,44.01,0.65,0.62,143,11,9,13,13.85,20.97,31.78,3,3,18,5,8,57.1,21.36,177.67,94.87,113.6,51.7,0,Strasbourg 1-2 PSG,2026-02-01
Metz,0.56,1.72,-1.16,0.38,1.57,-1.19,0.18,0.15,0.03,0.56,1.72,-1.16,0,1,-1,0.16,33.6,23.82,39.91,0.21,0.85,103,5,5,17,23.81,20.0,23.18,3,9,9,3,11,28.5,9.67,105.6,87.76,35.7,12.54,0,Angers SCO 1-0 Metz,2026-02-01
Angers SCO,1.72,0.56,1.16,1.57,0.38,1.19,0.15,0.18,-0.03,1.72,0.56,1.16,1,0,1,-0.16,66.4,76.18,54.53,0.85,0.21,437,17,17,5,20.0,23.81,7.24,9,3,23,4,11,266.3,90.33,14.73,12.24,249.03,87.46,0,Angers SCO 1-0 Metz,2026-02-01
Brest,1.59,1.95,-0.36,0.61,1.57,-0.96,0.22,0.37,-0.15,0.83,1.95,-1.12,2,2,0,0.36,39.8,42.12,45.81,0.47,0.19,150,8,12,15,25.53,78.95,10.05,3,6,18,5,21,81.6,39.08,74.67,70.93,120.0,66.47,1,Nice 2-2 Brest,2026-02-01
Nice,1.95,1.59,0.36,1.57,0.61,0.96,0.37,0.22,0.15,1.95,0.83,1.12,2,2,0,-0.36,60.2,57.88,49.78,0.19,0.47,264,8,15,12,78.95,25.53,7.2,6,3,27,6,15,127.2,60.92,30.6,29.07,60.53,33.53,2,Nice 2-2 Brest,2026-02-01
Auxerre,0.88,0.92,-0.04,0.88,0.82,0.06,0.0,0.1,-0.1,0.88,0.92,-0.04,0,0,0,0.04,50.2,59.87,49.28,0.52,0.55,233,13,8,12,15.38,21.82,15.26,1,7,14,4,13,113.5,60.6,69.47,67.45,127.13,71.17,1,Toulouse 0-0 Auxerre,2026-02-01
Toulouse,0.92,0.88,0.04,0.82,0.88,-0.06,0.1,0.0,0.1,0.92,0.88,0.04,0,0,0,-0.04,49.8,40.13,45.74,0.55,0.52,200,11,12,8,21.82,15.38,8.76,7,1,14,5,12,73.8,39.4,33.53,32.55,51.5,28.83,2,Toulouse 0-0 Auxerre,2026-02-01
Lille,1.38,0.37,1.01,1.38,0.37,1.01,0.0,0.0,0.0,1.38,0.37,1.01,0,1,-1,-2.01,57.7,70.03,49.29,0.31,0.18,324,5,11,3,35.48,16.67,9.05,9,5,20,7,11,169.4,85.95,29.4,27.88,113.7,77.68,1,Olympique Lyonnais 1-0 Lille,2026-02-01
Olympique Lyonnais,0.37,1.38,-1.01,0.37,1.38,-1.01,0.0,0.0,0.0,0.37,1.38,-1.01,1,0,1,2.01,42.3,29.97,40.13,0.18,0.31,125,7,3,11,16.67,35.48,14.09,5,9,4,2,15,27.7,14.05,76.07,72.12,32.67,22.32,0,Olympique Lyonnais 1-0 Lille,2026-02-01
Rennes,0.9,3.33,-2.43,0.9,3.23,-2.33,0.0,0.1,-0.1,0.9,3.33,-2.43,0,4,-4,-1.57,53.6,56.64,44.66,0.85,0.44,201,12,8,14,9.41,31.82,14.07,8,10,9,2,9,91.3,56.18,32.07,36.69,59.32,30.76,0,Monaco 4-0 Rennes,2026-01-31
Monaco,3.33,0.9,2.43,3.23,0.9,2.33,0.1,0.0,0.1,3.33,0.9,2.43,4,0,4,1.57,46.4,43.36,43.7,0.44,0.85,164,13,14,8,31.82,9.41,10.31,10,8,12,5,15,71.2,43.82,55.33,63.31,133.54,69.24,1,Monaco 4-0 Rennes,2026-01-31
Nantes,1.74,0.6,1.14,1.51,0.6,0.91,0.23,0.0,0.23,1.74,0.6,1.14,1,2,-1,-2.14,43.4,43.06,45.38,0.56,0.42,198,9,10,5,17.86,11.9,15.94,2,7,18,4,18,81.5,45.76,92.47,74.25,91.97,62.21,0,Lorient 2-1 Nantes,2026-01-31
Lorient,0.6,1.74,-1.14,0.6,1.51,-0.91,0.0,0.23,-0.23,0.6,1.74,-1.14,2,1,1,2.14,56.6,56.94,46.96,0.42,0.56,263,10,5,10,11.9,17.86,10.54,7,2,17,1,12,96.6,54.24,32.07,25.75,55.87,37.79,1,Lorient 2-1 Nantes,2026-01-31
Olympique Marseille,2.97,1.39,1.58,1.79,0.46,1.33,0.41,0.17,0.24,2.21,0.63,1.58,2,2,0,-1.58,48.7,48.2,44.06,0.59,0.72,180,14,18,9,30.51,12.5,14.93,3,2,18,4,15,124.1,55.3,91.67,72.18,196.27,78.38,1,Paris FC 2-2 Olympique Marseille,2026-01-31
Paris FC,1.39,2.97,-1.58,0.46,1.79,-1.33,0.17,0.41,-0.24,0.63,2.21,-1.58,2,2,0,1.58,51.3,51.8,44.67,0.72,0.59,218,9,9,18,12.5,30.51,13.19,2,3,22,4,12,100.3,44.7,35.33,27.82,54.13,21.62,0,Paris FC 2-2 Olympique Marseille,2026-01-31
Le Havre,0.61,2.24,-1.63,0.61,2.21,-1.6,0.0,0.03,-0.03,0.61,2.24,-1.63,0,1,-1,0.63,46.7,37.46,41.48,0.26,1.58,155,7,8,15,30.77,9.49,14.76,1,15,12,3,10,38.8,18.07,33.87,37.0,33.13,13.04,1,Lens 1-0 Le Havre,2026-01-30
Lens,2.24,0.61,1.63,2.21,0.61,1.6,0.03,0.0,0.03,2.24,0.61,1.63,1,0,1,-0.63,53.3,62.54,52.12,1.58,0.26,286,21,15,8,9.49,30.77,7.88,15,1,25,4,20,175.9,81.93,57.67,63.0,221.03,86.96,0,Lens 1-0 Le Havre,2026-01-30
Strasbourg,3.34,2.57,0.77,3.34,2.18,1.16,0.0,0.39,-0.39,3.34,2.57,0.77,4,1,3,2.23,52.7,31.4,37.84,0.94,0.86,128,11,15,20,15.96,23.26,14.08,5,14,14,1,13,42.0,23.26,18.67,15.89,50.8,31.29,0,Lille 1-4 Strasbourg,2026-01-25
Lille,2.57,3.34,-0.77,2.18,3.34,-1.16,0.39,0.0,0.39,2.57,3.34,-0.77,1,4,-3,-2.23,47.3,68.6,50.63,0.86,0.94,239,16,20,15,23.26,15.96,11.77,14,5,20,8,11,138.6,76.74,98.8,84.11,111.53,68.71,0,Lille 1-4 Strasbourg,2026-01-25
Olympique Lyonnais,3.12,1.63,1.49,1.98,1.54,0.44,0.39,0.09,0.3,2.36,1.63,0.73,5,2,3,1.51,46.9,33.33,38.47,1.19,0.38,132,13,13,15,10.92,39.47,19.52,2,6,8,4,5,72.4,40.29,69.2,62.27,117.97,70.53,0,Metz 2-5 Olympique Lyonnais,2026-01-25
Metz,1.63,3.12,-1.49,1.54,1.98,-0.44,0.09,0.39,-0.3,1.63,2.36,-0.73,2,5,-3,-1.51,53.1,66.67,45.34,0.38,1.19,219,7,15,13,39.47,10.92,21.47,6,2,27,6,10,107.3,59.71,41.93,37.73,49.3,29.47,0,Metz 2-5 Olympique Lyonnais,2026-01-25
Angers SCO,0.71,0.78,-0.07,0.71,0.78,-0.07,0.0,0.0,0.0,0.71,0.78,-0.07,0,0,0,0.07,37.6,28.87,42.84,0.35,0.77,136,6,7,8,20.0,10.39,19.43,3,7,9,1,7,38.5,18.16,136.6,85.23,74.47,43.55,3,Paris FC 0-0 Angers SCO,2026-01-25
Paris FC,0.78,0.71,0.07,0.78,0.71,0.07,0.0,0.0,0.0,0.78,0.71,0.07,0,0,0,-0.07,62.4,71.13,47.8,0.77,0.35,313,12,8,7,10.39,20.0,9.18,7,3,18,2,14,173.5,81.84,23.67,14.77,96.53,56.45,0,Paris FC 0-0 Angers SCO,2026-01-25
Toulouse,0.45,1.47,-1.02,0.28,1.42,-1.14,0.17,0.06,0.11,0.45,1.47,-1.02,2,0,2,3.02,45.3,38.11,47.0,0.2,0.42,190,10,8,13,40.0,30.95,12.33,4,7,6,2,16,56.6,36.38,96.47,76.2,126.43,76.47,2,Brest 0-2 Toulouse,2026-01-25
Brest,1.47,0.45,1.02,1.42,0.28,1.14,0.06,0.17,-0.11,1.47,0.45,1.02,0,2,-2,-3.02,54.7,61.89,47.45,0.42,0.2,266,7,13,8,30.95,40.0,9.6,7,4,21,3,16,99.0,63.62,30.13,23.8,38.9,23.53,2,Brest 0-2 Toulouse,2026-01-25
Nice,1.69,1.83,-0.14,1.69,0.95,0.74,0.0,0.88,-0.88,1.69,1.83,-0.14,4,1,3,3.14,44.0,29.07,40.51,0.46,1.31,124,4,7,20,15.22,15.27,11.31,9,11,7,2,15,19.1,8.45,32.27,41.37,37.1,24.0,0,Nantes 1-4 Nice,2026-01-25
Nantes,1.83,1.69,0.14,0.95,1.69,-0.74,0.88,0.0,0.88,1.83,1.69,0.14,1,4,-3,-3.14,56.0,70.93,55.01,1.31,0.46,306,26,20,7,15.27,15.22,8.07,11,9,35,4,11,207.0,91.55,45.73,58.63,117.47,76.0,2,Nantes 1-4 Nice,2026-01-25
Lens,1.87,1.01,0.86,1.87,0.95,0.92,0.0,0.06,-0.06,1.87,1.01,0.86,1,3,-2,-2.86,46.3,61.24,47.77,0.52,0.17,241,4,7,10,13.46,58.82,12.17,8,3,16,2,16,96.1,62.36,105.93,70.28,64.18,36.92,0,Olympique Marseille 3-1 Lens,2026-01-24
Olympique Marseille,1.01,1.87,-0.86,0.95,1.87,-0.92,0.06,0.0,0.06,1.01,1.87,-0.86,3,1,2,2.86,53.7,38.76,38.93,0.17,0.52,151,5,10,7,58.82,13.46,9.76,3,8,5,2,18,58.0,37.64,44.8,29.72,109.66,63.08,0,Olympique Marseille 3-1 Lens,2026-01-24
Monaco,0.51,0.31,0.2,0.48,0.24,0.24,0.02,0.07,-0.05,0.51,0.31,0.2,0,0,0,-0.2,53.2,55.02,51.06,0.69,0.45,240,13,10,7,14.49,15.56,7.78,6,3,19,6,20,121.9,67.35,33.27,41.28,108.7,64.45,2,Le Havre 0-0 Monaco,2026-01-24
Le Havre,0.31,0.51,-0.2,0.24,0.48,-0.24,0.07,0.02,0.05,0.31,0.51,-0.2,0,0,0,0.2,46.8,44.98,46.73,0.45,0.69,173,7,7,10,15.56,14.49,11.82,3,6,20,5,9,59.1,32.65,47.33,58.72,59.97,35.55,0,Le Havre 0-0 Monaco,2026-01-24
